,sdi
155689,22599
155690,33888
155691,204739
155692,720151
155693,389272
155694,324011
155695,378501
155696,488804
155697,628112
155698,694142
155699,518798
155700,85362
155701,280782
155702,621582
155703,792519
155704,313070
155705,231456
155706,277140
155707,546989
155708,66820
155709,197959
155710,492328
155711,765006
155712,241677
155713,451970
155714,823740
155715,183270
155716,98879
155717,288607
155718,576771
155719,233043
155720,279161
155721,27536
155722,196982
155723,237735
155724,82083
155725,224704
155726,575435
155727,46097
155728,530048
155729,836485
155730,525318
155731,104541
155732,335027
155733,150616
155734,666473
155735,708146
155736,588820
155737,569890
155738,261957
155739,130162
155740,2707
155741,804851
155742,625093
155743,218620
155744,806923
155745,465796
155746,106296
155747,365560
155748,795379
155749,106241
155750,691193
155751,764132
155752,300913
155753,287781
155754,528729
155755,338878
155756,240487
155757,805249
155758,96420
155759,253236
155760,291185
155761,794993
155762,68577
155763,297737
155764,398372
155765,453595
155766,199057
155767,383851
155768,778736
155769,138151
155770,61577
155771,181666
155772,127257
155773,829265
155774,658625
155775,262766
155776,365669
155777,304420
155778,834911
155779,254147
155780,591547
155781,181433
155782,224520
155783,656617
155784,46147
155785,776342
155786,721671
155787,145124
155788,437681
155789,762112
155790,531517
155791,642618
155792,119888
155793,197905
155794,576475
155795,443649
155796,489629
155797,613465
155798,854399
155799,463080
155800,91477
155801,562630
155802,135645
155803,817871
155804,586191
155805,346850
155806,484423
155807,95616
155808,665941
155809,433949
155810,155653
155811,857125
155812,179764
155813,594271
155814,685734
155815,341152
155816,804182
155817,211373
155818,398561
155819,389620
155820,683348
155821,60162
155822,518145
155823,829437
155824,285817
155825,353820
155826,753454
155827,388613
155828,59472
155829,722640
155830,122804
155831,524116
155832,369530
155833,124352
155834,800191
155835,203904
155836,311000
155837,75008
155838,863232
155839,165883
155840,199122
155841,426130
155842,737255
155843,347212
155844,782036
155845,318443
155846,307713
155847,39060
155848,489548
155849,806604
155850,145660
155851,852792
155852,312749
155853,136375
155854,319161
155855,865404
155856,640226
155857,372684
155858,316465
155859,229687
155860,653800
155861,87233
155862,246237
155863,293850
155864,837660
155865,168297
155866,614356
155867,740899
155868,759285
155869,93268
155870,331206
155871,713802
155872,145628
155873,759216
155874,332344
155875,296994
155876,400335
155877,614396
155878,532529
155879,401080
155880,355346
155881,159737
155882,521205
155883,354920
155884,279211
155885,43019
155886,363235
155887,776401
155888,49024
155889,312974
155890,25531
155891,571463
155892,175833
155893,592602
155894,338663
155895,641499
155896,802246
155897,326951
155898,826699
155899,307899
155900,796081
155901,202586
155902,37764
155903,732895
155904,693646
155905,754002
155906,870671
155907,421773
155908,29263
155909,25637
155910,418858
155911,312532
155912,174020
155913,45684
155914,278380
155915,751838
155916,731521
155917,742559
155918,112401
155919,787673
155920,240369
155921,474889
155922,338517
155923,845784
155924,482349
155925,168216
155926,93405
155927,673236
155928,320894
155929,662788
155930,334208
155931,529930
155932,745945
155933,418529
155934,126531
155935,347677
155936,266466
155937,131900
155938,402404
155939,785964
155940,408543
155941,21338
155942,73402
155943,370330
155944,155737
155945,346772
155946,797192
155947,803772
155948,492982
155949,838641
155950,17307
155951,129546
155952,430285
155953,778940
155954,80136
155955,464274
155956,308726
155957,385896
155958,444894
155959,106104
155960,133345
155961,463837
155962,322090
155963,469118
155964,73333
155965,867233
155966,576635
155967,387726
155968,433515
155969,201490
155970,553274
155971,451236
155972,739182
155973,458627
155974,250159
155975,283434
155976,96263
155977,182867
155978,424061
155979,818103
155980,261255
155981,254351
155982,137079
155983,362765
155984,622844
155985,454379
155986,305127
155987,521787
155988,85331
155989,764824
155990,330372
155991,455055
155992,5712
155993,472408
155994,390561
155995,209409
155996,626555
155997,525108
155998,375950
155999,639790
156000,412556
156001,92132
156002,211402
156003,863049
156004,127124
156005,196791
156006,615448
156007,563518
156008,804204
156009,649813
156010,624380
156011,751831
156012,641817
156013,742890
156014,826820
156015,360183
156016,791258
156017,803928
156018,793199
156019,26286
156020,265491
156021,387239
156022,559540
156023,282399
156024,90950
156025,359069
156026,430249
156027,28689
156028,305103
156029,742277
156030,57305
156031,112557
156032,460781
156033,419310
156034,434181
156035,836150
156036,127527
156037,83204
156038,215044
156039,101252
156040,97882
156041,261975
156042,277029
156043,761252
156044,400588
156045,712586
156046,390552
156047,323188
156048,603391
156049,789435
156050,672233
156051,297583
156052,827920
156053,66943
156054,389093
156055,39575
156056,729180
156057,563928
156058,578481
156059,195622
156060,234825
156061,490190
156062,91887
156063,486736
156064,480230
156065,864142
156066,288000
156067,682784
156068,702381
156069,35672
156070,809463
156071,85250
156072,242505
156073,262995
156074,120599
156075,199652
156076,447045
156077,813179
156078,551930
156079,452137
156080,228445
156081,343248
156082,373278
156083,731681
156084,190608
156085,565517
156086,849323
156087,267064
156088,122645
156089,395614
156090,657137
156091,673952
156092,245637
156093,292264
156094,119574
156095,636873
156096,323456
156097,449485
156098,396858
156099,298838
156100,220565
156101,338714
156102,550020
156103,124843
156104,8542
156105,832796
156106,361019
156107,159031
156108,801352
156109,559041
156110,205722
156111,759199
156112,416380
156113,490186
156114,491470
156115,441065
156116,761480
156117,474622
156118,122079
156119,564735
156120,148068
156121,563208
156122,137801
156123,799466
156124,676141
156125,101154
156126,525682
156127,756726
156128,117445
156129,83644
156130,263570
156131,453814
156132,117323
156133,160260
156134,5277
156135,750354
156136,865039
156137,403830
156138,618085
156139,184351
156140,274535
156141,528629
156142,816698
156143,742887
156144,416441
156145,681493
156146,341797
156147,699879
156148,497160
156149,343910
156150,384525
156151,572441
156152,298932
156153,867804
156154,749547
156155,672320
156156,850924
156157,84534
156158,432880
156159,30794
156160,354045
156161,620717
156162,407935
156163,92970
156164,368814
156165,342134
156166,409881
156167,442834
156168,372237
156169,777102
156170,410461
156171,151654
156172,602253
156173,12343
156174,347159
156175,712358
156176,635721
156177,292008
156178,823675
156179,740842
156180,381863
156181,460759
156182,109247
156183,118335
156184,88457
156185,130857
156186,290424
156187,108875
156188,143485
156189,12122
156190,776218
156191,483577
156192,784560
156193,124943
156194,614619
156195,360429
156196,475330
156197,36507
156198,369037
156199,281674
156200,660509
156201,114428
156202,871289
156203,212245
156204,806539
156205,88184
156206,234955
156207,308520
156208,282691
156209,828034
156210,433388
156211,144508
156212,630588
156213,427103
156214,266373
156215,662765
156216,46713
156217,128492
156218,834994
156219,735485
156220,815098
156221,215872
156222,247936
156223,487384
156224,127461
156225,326834
156226,296341
156227,463806
156228,465594
156229,660290
156230,866963
156231,788442
156232,497531
156233,282715
156234,118599
156235,2537
156236,522017
156237,22770
156238,94989
156239,417016
156240,384255
156241,556808
156242,668506
156243,321756
156244,192595
156245,351716
156246,826149
156247,760263
156248,370805
156249,737578
156250,242677
156251,343438
156252,198902
156253,660892
156254,295125
156255,802916
156256,305149
156257,356954
156258,195223
156259,310158
156260,483567
156261,560211
156262,361435
156263,566617
156264,164281
156265,269203
156266,758834
156267,177157
156268,205653
156269,571651
156270,440865
156271,765258
156272,161385
156273,293687
156274,448329
156275,723417
156276,87732
156277,406509
156278,82274
156279,292739
156280,132379
156281,781875
156282,651827
156283,824630
156284,84752
156285,241016
156286,240255
156287,646200
156288,204409
156289,27450
156290,773789
156291,469368
156292,167561
156293,265474
156294,22034
156295,816703
156296,552967
156297,190812
156298,577763
156299,305715
156300,683655
156301,690273
156302,747985
156303,658463
156304,722310
156305,523101
156306,318824
156307,759266
156308,363298
156309,49562
156310,266857
156311,47781
156312,20395
156313,444284
156314,185128
156315,186610
156316,239167
156317,713047
156318,418187
156319,312867
156320,294840
156321,826320
156322,111901
156323,240252
156324,239194
156325,208822
156326,683184
156327,547227
156328,874038
156329,251709
156330,524005
156331,91106
156332,808020
156333,523925
156334,309216
156335,266596
156336,318003
156337,829094
156338,116679
156339,398211
156340,741522
156341,837179
156342,216473
156343,42015
156344,674177
156345,808123
156346,493234
156347,465677
156348,530453
156349,79986
156350,221857
156351,712414
156352,232143
156353,410933
156354,459390
156355,825245
156356,738365
156357,264043
156358,389245
156359,635310
156360,198000
156361,736979
156362,238094
156363,304076
156364,664408
156365,558779
156366,828985
156367,708812
156368,374559
156369,806414
156370,70954
156371,571313
156372,12615
156373,381343
156374,94263
156375,159321
156376,149362
156377,24655
156378,144789
156379,54112
156380,280061
156381,755604
156382,816580
156383,148349
156384,41104
156385,642426
156386,282617
156387,636029
156388,78372
156389,143805
156390,353824
156391,35250
156392,131112
156393,86850
156394,591719
156395,420855
156396,376138
156397,732783
156398,852285
156399,241723
156400,799794
156401,286062
156402,105490
156403,386253
156404,841590
156405,800469
156406,785824
156407,731460
156408,260201
156409,150551
156410,331319
156411,224335
156412,18299
156413,825891
156414,864587
156415,804038
156416,759263
156417,153711
156418,870872
156419,360857
156420,213420
156421,814347
156422,654848
156423,752070
156424,754792
156425,843804
156426,243401
156427,483827
156428,858011
156429,706679
156430,429102
156431,731494
156432,439310
156433,871026
156434,439084
156435,139982
156436,260555
156437,742596
156438,68015
156439,96719
156440,319037
156441,94671
156442,766393
156443,422955
156444,277228
156445,61850
156446,219612
156447,579707
156448,547535
156449,372061
156450,637408
156451,138056
156452,773923
156453,800098
156454,639866
156455,304324
156456,93727
156457,419080
156458,403383
156459,618580
156460,292954
156461,568494
156462,390851
156463,632059
156464,80696
156465,742300
156466,589679
156467,28699
156468,96364
156469,673721
156470,22774
156471,371646
156472,563157
156473,652776
156474,140131
156475,846376
156476,135756
156477,203620
156478,311010
156479,730020
156480,442417
156481,473386
156482,815565
156483,277614
156484,377193
156485,780479
156486,804748
156487,236602
156488,789726
156489,652603
156490,831113
156491,732120
156492,22885
156493,343906
156494,387444
156495,400013
156496,53571
156497,758916
156498,388598
156499,523262
156500,840499
156501,121178
156502,326475
156503,856577
156504,825436
156505,836754
156506,641904
156507,858009
156508,633980
156509,749265
156510,384354
156511,642368
156512,139709
156513,319302
156514,662278
156515,343283
156516,789350
156517,260004
156518,388925
156519,332120
156520,860124
156521,170248
156522,834945
156523,864540
156524,236291
156525,266491
156526,654192
156527,21848
156528,873042
156529,460233
156530,97261
156531,15784
156532,715037
156533,524837
156534,830634
156535,857993
156536,25480
156537,848055
156538,383008
156539,56554
156540,152545
156541,524272
156542,376884
156543,551369
156544,289960
156545,743295
156546,794540
156547,235435
156548,25560
156549,69550
156550,518998
156551,556534
156552,107670
156553,306679
156554,808083
156555,836910
156556,848984
156557,343225
156558,139631
156559,549883
156560,867836
156561,710855
156562,401861
156563,146983
156564,369646
156565,792535
156566,232866
156567,569392
156568,854322
156569,224165
156570,741941
156571,860469
156572,70840
156573,45246
156574,483153
156575,698350
156576,672238
156577,117014
156578,552765
156579,755356
156580,810642
156581,550190
156582,407637
156583,665950
156584,316906
156585,377125
156586,660970
156587,591620
156588,249625
156589,159304
156590,864425
156591,224168
156592,355988
156593,278079
156594,671867
156595,355887
156596,670373
156597,111840
156598,745445
156599,121371
